NA,Model,VS-WF+All7-1017,2.00000,1.00000,1.00000,5.00000,4.00000,1.00000,4.00000
NA,Model,VS-WF+All7-1018,1.00000,4.00000,1.00000,2.00000,3.00000,1.00000,3.00000
NA,Model,VS-WF+All7-1019,5.00000,1.00000,3.00000,1.00000,2.00000,4.00000,4.00000
NA,Model,VS-WF+All7-102,4.00000,3.00000,3.00000,4.00000,2.00000,1.00000,3.00000
NA,Model,VS-WF+All7-1020,1.00000,1.00000,2.00000,1.00000,2.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1021,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1022,4.00000,4.00000,3.00000,3.00000,3.00000,1.00000,2.00000
NA,Model,VS-WF+All7-1023,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1024,1.00000,4.00000,2.00000,1.00000,1.00000,5.00000,1.00000
NA,Model,VS-WF+All7-1025,2.00000,3.00000,1.00000,4.00000,3.00000,4.00000,5.00000
NA,Model,VS-WF+All7-1026,2.00000,1.00000,4.00000,2.00000,1.00000,2.00000,5.00000
NA,Model,VS-WF+All7-1027,2.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1028,1.00000,5.00000,1.00000,1.00000,2.00000,4.00000,1.00000
NA,Model,VS-WF+All7-1029,4.00000,1.00000,1.00000,2.00000,4.00000,3.00000,2.00000
NA,Model,VS-WF+All7-103,1.00000,3.00000,1.00000,1.00000,3.00000,2.00000,4.00000
NA,Model,VS-WF+All7-1030,1.00000,2.00000,2.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1031,2.00000,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1032,2.00000,3.00000,4.00000,4.00000,5.00000,3.00000,1.00000
NA,Model,VS-WF+All7-1033,3.00000,5.00000,4.00000,1.00000,2.00000,4.00000,1.00000
NA,Model,VS-WF+All7-1034,2.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1035,3.00000,4.00000,1.00000,1.00000,1.00000,3.00000,2.00000
NA,Model,VS-WF+All7-1036,1.00000,1.00000,3.00000,3.00000,4.00000,4.00000,2.00000
NA,Model,VS-WF+All7-1037,1.00000,5.00000,2.00000,4.00000,3.00000,4.00000,1.00000
NA,Model,VS-WF+All7-1038,1.00000,3.00000,3.00000,1.00000,4.00000,2.00000,1.00000
NA,Model,VS-WF+All7-1039,1.00000,4.00000,2.00000,1.00000,3.00000,3.00000,1.00000
NA,Model,VS-WF+All7-104,1.00000,1.00000,5.00000,1.00000,1.00000,2.00000,4.00000
NA,Model,VS-WF+All7-1040,4.00000,3.00000,1.00000,3.00000,4.00000,2.00000,1.00000
NA,Model,VS-WF+All7-1041,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,2.00000
NA,Model,VS-WF+All7-1042,4.00000,1.00000,2.00000,4.00000,4.00000,5.00000,3.00000
NA,Model,VS-WF+All7-1043,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1044,1.00000,1.00000,1.00000,5.00000,2.00000,1.00000,4.00000
NA,Model,VS-WF+All7-1045,4.00000,4.00000,1.00000,2.00000,5.00000,3.00000,3.00000
NA,Model,VS-WF+All7-1046,2.00000,3.00000,3.00000,4.00000,4.00000,1.00000,3.00000
NA,Model,VS-WF+All7-1047,3.00000,4.00000,2.00000,3.00000,4.00000,1.00000,4.00000
NA,Model,VS-WF+All7-1048,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,2.00000
NA,Model,VS-WF+All7-1049,3.00000,5.00000,4.00000,1.00000,2.00000,1.00000,4.00000
NA,Model,VS-WF+All7-105,2.00000,3.00000,3.00000,1.00000,4.00000,3.00000,4.00000
NA,Model,VS-WF+All7-1050,5.00000,2.00000,4.00000,1.00000,4.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1051,2.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1052,5.00000,4.00000,2.00000,1.00000,1.00000,2.00000,1.00000
NA,Model,VS-WF+All7-1053,2.00000,3.00000,3.00000,1.00000,1.00000,1.00000,4.00000
NA,Model,VS-WF+All7-1054,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,2.00000
NA,Model,VS-WF+All7-1055,1.00000,2.00000,1.00000,1.00000,2.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1056,1.00000,2.00000,2.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1057,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1058,1.00000,3.00000,4.00000,2.00000,3.00000,4.00000,3.00000
NA,Model,VS-WF+All7-1059,2.00000,1.00000,1.00000,2.00000,1.00000,2.00000,1.00000
NA,Model,VS-WF+All7-106,4.00000,3.00000,4.00000,1.00000,5.00000,2.00000,3.00000
NA,Model,VS-WF+All7-1060,1.00000,4.00000,4.00000,3.00000,1.00000,3.00000,2.00000
NA,Model,VS-WF+All7-1061,2.00000,3.00000,1.00000,4.00000,3.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1062,1.00000,3.00000,4.00000,2.00000,3.00000,1.00000,4.00000
NA,Model,VS-WF+All7-1063,4.00000,4.00000,3.00000,1.00000,1.00000,5.00000,2.00000
NA,Model,VS-WF+All7-1064,1.00000,2.00000,1.00000,1.00000,2.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1065,1.00000,2.00000,4.00000,3.00000,1.00000,3.00000,1.00000
NA,Model,VS-WF+All7-1066,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000,2.00000
NA,Model,VS-WF+All7-1067,3.00000,4.00000,1.00000,2.00000,3.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1068,3.00000,1.00000,2.00000,5.00000,1.00000,4.00000,4.00000
NA,Model,VS-WF+All7-1069,3.00000,2.00000,1.00000,1.00000,4.00000,3.00000,4.00000
NA,Model,VS-WF+All7-107,4.00000,4.00000,1.00000,5.00000,1.00000,2.00000,3.00000
NA,Model,VS-WF+All7-1070,3.00000,1.00000,4.00000,2.00000,3.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1071,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,2.00000
NA,Model,VS-WF+All7-1072,1.00000,1.00000,2.00000,2.00000,1.00000,1.00000,2.00000
NA,Model,VS-WF+All7-1073,1.00000,2.00000,1.00000,2.00000,2.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1074,1.00000,4.00000,3.00000,3.00000,2.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1075,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,2.00000
NA,Model,VS-WF+All7-1076,3.00000,4.00000,3.00000,2.00000,2.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1077,4.00000,1.00000,1.00000,2.00000,5.00000,5.00000,4.00000
NA,Model,VS-WF+All7-1078,1.00000,1.00000,1.00000,2.00000,1.00000,2.00000,1.00000
NA,Model,VS-WF+All7-1079,5.00000,5.00000,4.00000,2.00000,1.00000,1.00000,4.00000
NA,Model,VS-WF+All7-108,1.00000,3.00000,4.00000,2.00000,1.00000,3.00000,4.00000
NA,Model,VS-WF+All7-1080,2.00000,3.00000,1.00000,1.00000,3.00000,4.00000,1.00000
NA,Model,VS-WF+All7-1081,2.00000,3.00000,2.00000,3.00000,1.00000,4.00000,1.00000
NA,Model,VS-WF+All7-1082,2.00000,3.00000,1.00000,4.00000,4.00000,3.00000,3.00000
NA,Model,VS-WF+All7-1083,2.00000,5.00000,4.00000,1.00000,4.00000,3.00000,3.00000
NA,Model,VS-WF+All7-1084,1.00000,4.00000,1.00000,3.00000,2.00000,4.00000,3.00000
NA,Model,VS-WF+All7-1085,3.00000,3.00000,1.00000,1.00000,2.00000,2.00000,4.00000
NA,Model,VS-WF+All7-1086,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000
NA,Model,VS-WF+All7-1087,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000
NA,Model,VS-WF+All7-1088,2.00000,1.00000,1.00000,1.00000,4.00000,3.00000,3.00000
NA,Model,VS-WF+All7-1089,3.00000,3.00000,1.00000,4.00000,2.00000,4.00000,3.00000
NA,Model,VS-WF+All7-109,1.00000,2.00000,3.00000,4.00000,1.00000,1.00000,3.00000
NA,Model,VS-WF+All7-1090,1.00000,1.00000,4.00000,1.00000,4.00000,2.00000,3.00000
NA,Model,VS-WF+All7-1091,1.00000,2.00000,1.00000,2.00000,4.00000,4.00000,3.00000
NA,Model,VS-WF+All7-1092,4.00000,1.00000,2.00000,1.00000,3.00000,4.00000,1.00000
NA,Model,VS-WF+All7-1093,1.00000,2.00000,1.00000,5.00000,2.00000,1.00000,4.00000
NA,Model,VS-WF+All7-1094,1.00000,4.00000,5.00000,2.00000,1.00000,1.00000,2.00000
NA,Model,VS-WF+All7-1095,1.00000,2.00000,4.00000,3.00000,4.00000,3.00000,1.00000
NA,Model,VS-WF+All7-1096,3.00000,1.00000,5.00000,2.00000,1.00000,4.00000,4.00000
NA,Model,VS-WF+All7-1097,3.00000,3.00000,1.00000,2.00000,4.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1098,1.00000,1.00000,2.00000,4.00000,2.00000,1.00000,5.00000
NA,Model,VS-WF+All7-1099,3.00000,2.00000,1.00000,1.00000,4.00000,2.00000,4.00000
NA,Model,VS-WF+All7-11,1.00000,1.00000,1.00000,4.00000,2.00000,1.00000,5.00000
NA,Model,VS-WF+All7-110,5.00000,5.00000,4.00000,4.00000,1.00000,1.00000,2.00000
NA,Model,VS-WF+All7-1100,4.00000,1.00000,2.00000,1.00000,3.00000,2.00000,3.00000
NA,Model,VS-WF+All7-1101,1.00000,3.00000,2.00000,3.00000,4.00000,4.00000,1.00000
NA,Model,VS-WF+All7-1102,1.00000,4.00000,1.00000,2.00000,1.00000,3.00000,3.00000
NA,Model,VS-WF+All7-1103,1.00000,2.00000,2.00000,1.00000,1.00000,1.00000,2.00000
NA,Model,VS-WF+All7-1104,3.00000,1.00000,1.00000,1.00000,3.00000,2.00000,4.00000
NA,Model,VS-WF+All7-1105,2.00000,1.00000,4.00000,4.00000,3.00000,1.00000,5.00000
NA,Model,VS-WF+All7-1106,1.00000,3.00000,2.00000,2.00000,1.00000,3.00000,4.00000
NA,Model,VS-WF+All7-1107,1.00000,3.00000,2.00000,4.00000,2.00000,3.00000,1.00000
NA,Model,VS-WF+All7-1108,1.00000,5.00000,4.00000,4.00000,5.00000,1.00000,2.00000
NA,Model,VS-WF+All7-1109,1.00000,3.00000,1.00000,1.00000,2.00000,4.00000,3.00000
NA,Model,VS-WF+All7-111,4.00000,1.00000,2.00000,1.00000,1.00000,5.00000,1.00000
NA,Model,VS-WF+All7-1110,3.00000,1.00000,1.00000,2.00000,3.00000,1.00000,4.00000
NA,Model,VS-WF+All7-1111,4.00000,2.00000,5.00000,1.00000,1.00000,4.00000,3.00000
NA,Model,VS-WF+All7-1112,2.00000,1.00000,1.00000,1.00000,2.00000,2.00000,1.00000
NA,Model,VS-WF+All7-1113,1.00000,5.00000,1.00000,1.00000,2.00000,4.00000,4.00000
NA,Model,VS-WF+All7-1114,1.00000,2.00000,4.00000,1.00000,1.00000,3.00000,4.00000
NA,Model,VS-WF+All7-1115,5.00000,4.00000,2.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1116,4.00000,4.00000,2.00000,1.00000,4.00000,3.00000,5.00000
NA,Model,VS-WF+All7-1117,3.00000,1.00000,2.00000,3.00000,4.00000,4.00000,5.00000
NA,Model,VS-WF+All7-1118,1.00000,1.00000,3.00000,4.00000,2.00000,1.00000,3.00000
NA,Model,VS-WF+All7-1119,1.00000,2.00000,1.00000,1.00000,2.00000,1.00000,1.00000
NA,Model,VS-WF+All7-112,3.00000,1.00000,4.00000,2.00000,1.00000,1.00000,3.00000
NA,Model,VS-WF+All7-1120,4.00000,2.00000,3.00000,1.00000,4.00000,5.00000,1.00000
NA,Model,VS-WF+All7-1121,3.00000,2.00000,2.00000,1.00000,1.00000,4.00000,4.00000
NA,Model,VS-WF+All7-1122,1.00000,2.00000,3.00000,4.00000,5.00000,4.00000,1.00000
NA,Model,VS-WF+All7-1123,1.00000,3.00000,4.00000,1.00000,2.00000,3.00000,1.00000
NA,Model,VS-WF+All7-1124,2.00000,2.00000,1.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1125,4.00000,4.00000,3.00000,5.00000,3.00000,1.00000,2.00000
NA,Model,VS-WF+All7-1126,1.00000,2.00000,1.00000,2.00000,1.00000,1.00000,2.00000
NA,Model,VS-WF+All7-1127,4.00000,2.00000,3.00000,3.00000,4.00000,1.00000,3.00000
NA,Model,VS-WF+All7-1128,2.00000,1.00000,3.00000,4.00000,1.00000,3.00000,2.00000
NA,Model,VS-WF+All7-1129,3.00000,4.00000,2.00000,4.00000,1.00000,5.00000,1.00000
NA,Model,VS-WF+All7-113,1.00000,2.00000,1.00000,1.00000,2.00000,1.00000,2.00000
NA,Model,VS-WF+All7-1130,4.00000,2.00000,1.00000,1.00000,4.00000,1.00000,5.00000
NA,Model,VS-WF+All7-1131,2.00000,1.00000,1.00000,1.00000,2.00000,2.00000,1.00000
NA,Model,VS-WF+All7-1132,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1133,2.00000,1.00000,3.00000,3.00000,4.00000,2.00000,1.00000
NA,Model,VS-WF+All7-1134,1.00000,3.00000,4.00000,1.00000,2.00000,2.00000,3.00000
NA,Model,VS-WF+All7-1135,4.00000,1.00000,1.00000,3.00000,2.00000,3.00000,2.00000
NA,Model,VS-WF+All7-1136,3.00000,4.00000,2.00000,4.00000,4.00000,1.00000,5.00000
NA,Model,VS-WF+All7-1137,4.00000,3.00000,1.00000,2.00000,4.00000,5.00000,1.00000
NA,Model,VS-WF+All7-1138,2.00000,1.00000,1.00000,2.00000,1.00000,1.00000,2.00000
NA,Model,VS-WF+All7-1139,1.00000,1.00000,4.00000,2.00000,1.00000,3.00000,3.00000
NA,Model,VS-WF+All7-114,2.00000,2.00000,2.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1140,1.00000,1.00000,2.00000,4.00000,1.00000,5.00000,2.00000
NA,Model,VS-WF+All7-1141,4.00000,2.00000,4.00000,1.00000,1.00000,1.00000,5.00000
NA,Model,VS-WF+All7-1142,1.00000,1.00000,2.00000,1.00000,2.00000,2.00000,1.00000
NA,Model,VS-WF+All7-1143,2.00000,1.00000,2.00000,2.00000,1.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1144,3.00000,3.00000,2.00000,4.00000,4.00000,3.00000,1.00000
NA,Model,VS-WF+All7-1145,1.00000,2.00000,4.00000,3.00000,4.00000,5.00000,1.00000
NA,Model,VS-WF+All7-1146,4.00000,1.00000,3.00000,3.00000,4.00000,5.00000,2.00000
NA,Model,VS-WF+All7-1147,4.00000,1.00000,2.00000,3.00000,4.00000,3.00000,5.00000
NA,Model,VS-WF+All7-1148,2.00000,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1149,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,2.00000
NA,Model,VS-WF+All7-115,1.00000,1.00000,1.00000,1.00000,2.00000,2.00000,2.00000
NA,Model,VS-WF+All7-1150,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,2.00000
NA,Model,VS-WF+All7-1151,5.00000,4.00000,1.00000,5.00000,2.00000,4.00000,2.00000
NA,Model,VS-WF+All7-1152,3.00000,4.00000,4.00000,2.00000,1.00000,1.00000,2.00000
NA,Model,VS-WF+All7-1153,3.00000,1.00000,2.00000,4.00000,1.00000,3.00000,1.00000
NA,Model,VS-WF+All7-1154,4.00000,1.00000,5.00000,1.00000,2.00000,1.00000,2.00000
NA,Model,VS-WF+All7-1155,1.00000,2.00000,3.00000,1.00000,3.00000,4.00000,2.00000
NA,Model,VS-WF+All7-1156,2.00000,2.00000,1.00000,4.00000,1.00000,1.00000,5.00000
NA,Model,VS-WF+All7-1157,4.00000,3.00000,1.00000,5.00000,3.00000,2.00000,4.00000
NA,Model,VS-WF+All7-1158,5.00000,2.00000,1.00000,2.00000,1.00000,1.00000,4.00000
NA,Model,VS-WF+All7-1159,4.00000,2.00000,1.00000,1.00000,1.00000,3.00000,3.00000
NA,Model,VS-WF+All7-116,2.00000,2.00000,1.00000,1.00000,1.00000,2.00000,1.00000
NA,Model,VS-WF+All7-1160,3.00000,1.00000,4.00000,2.00000,1.00000,4.00000,1.00000
NA,Model,VS-WF+All7-1161,5.00000,1.00000,4.00000,5.00000,4.00000,2.00000,1.00000
NA,Model,VS-WF+All7-1162,2.00000,3.00000,1.00000,4.00000,1.00000,2.00000,3.00000
NA,Model,VS-WF+All7-1163,1.00000,4.00000,1.00000,1.00000,2.00000,1.00000,5.00000
NA,Model,VS-WF+All7-1164,3.00000,1.00000,4.00000,2.00000,4.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1165,5.00000,4.00000,2.00000,3.00000,1.00000,1.00000,4.00000
NA,Model,VS-WF+All7-1166,2.00000,1.00000,1.00000,1.00000,6.00000,1.00000,4.00000
NA,Model,VS-WF+All7-1167,2.00000,1.00000,4.00000,1.00000,1.00000,5.00000,2.00000
NA,Model,VS-WF+All7-1168,2.00000,1.00000,3.00000,4.00000,1.00000,1.00000,3.00000
NA,Model,VS-WF+All7-1169,3.00000,1.00000,4.00000,3.00000,1.00000,1.00000,2.00000
NA,Model,VS-WF+All7-117,1.00000,1.00000,1.00000,2.00000,2.00000,1.00000,2.00000
NA,Model,VS-WF+All7-1170,3.00000,1.00000,1.00000,1.00000,2.00000,4.00000,3.00000
NA,Model,VS-WF+All7-1171,5.00000,1.00000,2.00000,4.00000,3.00000,3.00000,4.00000
NA,Model,VS-WF+All7-1172,3.00000,1.00000,2.00000,3.00000,4.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1173,1.00000,4.00000,3.00000,2.00000,3.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1174,2.00000,3.00000,4.00000,4.00000,5.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1175,1.00000,1.00000,1.00000,4.00000,2.00000,5.00000,1.00000
NA,Model,VS-WF+All7-1176,2.00000,3.00000,1.00000,1.00000,1.00000,3.00000,4.00000
NA,Model,VS-WF+All7-1177,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1178,4.00000,3.00000,3.00000,1.00000,4.00000,2.00000,3.00000
NA,Model,VS-WF+All7-1179,4.00000,4.00000,2.00000,5.00000,1.00000,1.00000,3.00000
NA,Model,VS-WF+All7-118,3.00000,1.00000,3.00000,4.00000,4.00000,3.00000,2.00000
NA,Model,VS-WF+All7-1180,5.00000,3.00000,4.00000,4.00000,3.00000,2.00000,1.00000
NA,Model,VS-WF+All7-1181,3.00000,1.00000,3.00000,1.00000,4.00000,2.00000,1.00000
NA,Model,VS-WF+All7-1182,3.00000,1.00000,1.00000,4.00000,1.00000,2.00000,3.00000
NA,Model,VS-WF+All7-1183,1.00000,1.00000,2.00000,1.00000,3.00000,3.00000,4.00000
NA,Model,VS-WF+All7-1184,1.00000,1.00000,1.00000,1.00000,5.00000,2.00000,4.00000
NA,Model,VS-WF+All7-1185,1.00000,2.00000,3.00000,3.00000,1.00000,4.00000,1.00000
NA,Model,VS-WF+All7-1186,5.00000,4.00000,1.00000,1.00000,1.00000,2.00000,1.00000
NA,Model,VS-WF+All7-1187,2.00000,3.00000,3.00000,1.00000,4.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1188,1.00000,4.00000,2.00000,3.00000,1.00000,1.00000,3.00000
NA,Model,VS-WF+All7-1189,1.00000,2.00000,1.00000,1.00000,2.00000,1.00000,2.00000
NA,Model,VS-WF+All7-119,4.00000,1.00000,2.00000,1.00000,1.00000,3.00000,3.00000
NA,Model,VS-WF+All7-1190,2.00000,2.00000,4.00000,1.00000,3.00000,3.00000,1.00000
NA,Model,VS-WF+All7-1191,1.00000,2.00000,4.00000,1.00000,1.00000,5.00000,2.00000
NA,Model,VS-WF+All7-1192,3.00000,1.00000,4.00000,2.00000,1.00000,1.00000,3.00000
NA,Model,VS-WF+All7-1193,3.00000,3.00000,4.00000,2.00000,4.00000,1.00000,3.00000
NA,Model,VS-WF+All7-1194,4.00000,1.00000,2.00000,1.00000,1.00000,1.00000,5.00000
NA,Model,VS-WF+All7-1195,2.00000,2.00000,3.00000,3.00000,1.00000,4.00000,1.00000
NA,Model,VS-WF+All7-1196,3.00000,4.00000,1.00000,2.00000,1.00000,4.00000,1.00000
NA,Model,VS-WF+All7-1197,2.00000,5.00000,1.00000,2.00000,1.00000,4.00000,1.00000
NA,Model,VS-WF+All7-1198,3.00000,2.00000,2.00000,1.00000,3.00000,1.00000,4.00000
NA,Model,VS-WF+All7-1199,1.00000,1.00000,1.00000,3.00000,2.00000,3.00000,4.00000
NA,Model,VS-WF+All7-12,4.00000,3.00000,1.00000,1.00000,2.00000,3.00000,1.00000
NA,Model,VS-WF+All7-120,1.00000,1.00000,1.00000,1.00000,2.00000,2.00000,2.00000
NA,Model,VS-WF+All7-1200,3.00000,4.00000,3.00000,1.00000,2.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1201,1.00000,1.00000,2.00000,1.00000,4.00000,3.00000,3.00000
NA,Model,VS-WF+All7-1202,2.00000,1.00000,4.00000,1.00000,1.00000,5.00000,1.00000
NA,Model,VS-WF+All7-1203,1.00000,5.00000,1.00000,2.00000,4.00000,1.00000,4.00000
NA,Model,VS-WF+All7-1204,5.00000,1.00000,1.00000,4.00000,4.00000,2.00000,1.00000
NA,Model,VS-WF+All7-1205,1.00000,5.00000,4.00000,1.00000,2.00000,1.00000,4.00000
NA,Model,VS-WF+All7-1206,2.00000,5.00000,4.00000,4.00000,1.00000,5.00000,4.00000
NA,Model,VS-WF+All7-1207,5.00000,2.00000,5.00000,4.00000,1.00000,4.00000,1.00000
NA,Model,VS-WF+All7-1208,3.00000,1.00000,3.00000,3.00000,4.00000,2.00000,4.00000
NA,Model,VS-WF+All7-1209,4.00000,4.00000,3.00000,1.00000,2.00000,3.00000,1.00000
NA,Model,VS-WF+All7-121,1.00000,1.00000,2.00000,2.00000,2.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1210,5.00000,1.00000,2.00000,3.00000,4.00000,4.00000,1.00000
NA,Model,VS-WF+All7-1211,1.00000,5.00000,1.00000,4.00000,4.00000,3.00000,2.00000
NA,Model,VS-WF+All7-1212,3.00000,1.00000,2.00000,1.00000,3.00000,4.00000,4.00000
NA,Model,VS-WF+All7-1213,4.00000,1.00000,2.00000,5.00000,3.00000,4.00000,4.00000
NA,Model,VS-WF+All7-1214,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1215,1.00000,2.00000,5.00000,4.00000,4.00000,1.00000,4.00000
NA,Model,VS-WF+All7-1216,2.00000,1.00000,5.00000,4.00000,1.00000,1.00000,4.00000
NA,Model,VS-WF+All7-1217,4.00000,1.00000,4.00000,2.00000,4.00000,3.00000,5.00000
NA,Model,VS-WF+All7-1218,1.00000,2.00000,3.00000,1.00000,3.00000,4.00000,2.00000
NA,Model,VS-WF+All7-1219,2.00000,2.00000,4.00000,3.00000,1.00000,1.00000,3.00000
NA,Model,VS-WF+All7-122,1.00000,2.00000,1.00000,2.00000,2.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1220,1.00000,2.00000,4.00000,1.00000,5.00000,4.00000,1.00000
NA,Model,VS-WF+All7-1221,1.00000,2.00000,2.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1222,3.00000,3.00000,1.00000,4.00000,1.00000,1.00000,2.00000
NA,Model,VS-WF+All7-1223,1.00000,2.00000,2.00000,1.00000,1.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1224,1.00000,1.00000,1.00000,3.00000,4.00000,2.00000,3.00000
NA,Model,VS-WF+All7-1225,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,2.00000
NA,Model,VS-WF+All7-1226,2.00000,4.00000,1.00000,1.00000,4.00000,5.00000,5.00000
NA,Model,VS-WF+All7-1227,1.00000,4.00000,4.00000,3.00000,5.00000,1.00000,2.00000
NA,Model,VS-WF+All7-1228,4.00000,2.00000,5.00000,4.00000,3.00000,1.00000,3.00000
NA,Model,VS-WF+All7-1229,1.00000,1.00000,2.00000,5.00000,1.00000,4.00000,2.00000
NA,Model,VS-WF+All7-123,1.00000,2.00000,1.00000,2.00000,5.00000,2.00000,4.00000
NA,Model,VS-WF+All7-1230,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1231,1.00000,3.00000,1.00000,3.00000,4.00000,2.00000,2.00000
NA,Model,VS-WF+All7-1232,1.00000,3.00000,4.00000,3.00000,4.00000,2.00000,3.00000
NA,Model,VS-WF+All7-1233,2.00000,5.00000,1.00000,2.00000,1.00000,1.00000,4.00000
NA,Model,VS-WF+All7-1234,1.00000,4.00000,4.00000,3.00000,2.00000,1.00000,1.00000
NA,Model,VS-WF+All7-1235,4.00000,2.00000,3.00000,4.00000,1.00000,1.00000,3.00000
